RowNumber,CustomerId,CustomerId_ref_number,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2434,CUS15718153,15718153,Kao,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0
2435,CUS15613189,15613189,Browne,774,France,Female,52,2,56580.93,1,1,0,113266.28,1
2436,CUS15661734,15661734,Taylor,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0
2437,CUS15592645,15592645,Gibbons,704,Spain,Male,37,4,0,2,0,0,25684.93,0
2438,CUS15768387,15768387,Nott,581,France,Male,41,8,0,2,0,0,29737.14,0
2439,CUS15792525,15792525,Lei,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1
2440,CUS15586976,15586976,Alexeeva,566,France,Female,42,6,0,1,1,0,180702.12,1
2441,CUS15790659,15790659,Sheets,701,Spain,Male,59,7,0,2,0,1,27597.59,0
2442,CUS15691446,15691446,Tokaryev,735,Spain,Male,29,10,0,2,1,1,95025.27,0
2443,CUS15772632,15772632,Ts'ui,680,France,Female,34,1,0,2,1,0,167035.07,0
2444,CUS15706587,15706587,Johnston,560,France,Male,57,0,0,2,0,1,116781.71,0
2445,CUS15572461,15572461,Kung,663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0
2446,CUS15654409,15654409,Unwin,665,France,Female,34,5,67816.72,1,1,1,29641.58,0
2447,CUS15568025,15568025,Hsueh,758,France,Male,51,8,81710.46,1,1,1,116520.07,0
2448,CUS15715769,15715769,Hao,621,France,Male,26,2,75237.54,1,0,1,44220.4,0
2449,CUS15667458,15667458,L?,764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0
2450,CUS15567980,15567980,Frater,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1
2451,CUS15679294,15679294,Brennan,589,France,Female,46,10,107238.85,2,1,0,37024.28,0
2452,CUS15606507,15606507,Pisani,555,France,Male,24,5,0,2,1,0,27513.47,0
2453,CUS15578825,15578825,Golubev,734,France,Female,29,0,139994.66,1,1,0,17744.72,0
2454,CUS15619935,15619935,Vanmeter,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0
2455,CUS15636089,15636089,Hs?,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1
2456,CUS15727490,15727490,Scott,661,France,Male,47,5,0,1,0,1,107243.31,1
2457,CUS15591766,15591766,Crawford,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0
2458,CUS15641629,15641629,P'eng,537,Spain,Female,38,1,0,2,0,1,41233.97,0
2459,CUS15813303,15813303,Rearick,513,Spain,Male,88,10,0,2,1,1,52952.24,0
2460,CUS15756920,15756920,Genovesi,576,France,Male,63,9,70655.48,1,0,0,78955.8,1
2461,CUS15726403,15726403,Glenny,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1
2462,CUS15592765,15592765,Marks,637,France,Male,40,8,125470.81,1,1,1,174536.17,0
2463,CUS15704442,15704442,Fleming,672,France,Female,53,9,169406.33,4,1,1,147311.47,1
2464,CUS15641136,15641136,Davison,629,France,Male,32,2,0,2,0,1,77965.44,0
2465,CUS15725818,15725818,Chibuzo,583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0
2466,CUS15612071,15612071,Wilson,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0
2467,CUS15719809,15719809,Endrizzi,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0
2468,CUS15716518,15716518,Yuryeva,617,France,Female,27,4,0,2,0,0,190269.21,0
2469,CUS15742210,15742210,Ugochukwu,700,France,Male,38,9,65962.63,1,1,1,100950.48,0
2470,CUS15630617,15630617,Lo Duca,727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1
2471,CUS15720838,15720838,Gallo,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0
2472,CUS15595537,15595537,Trout,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0
2473,CUS15623196,15623196,Morley,686,France,Male,38,6,149238.97,1,1,1,97825.23,0
2474,CUS15679249,15679249,Chou,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1
2475,CUS15693199,15693199,Shao,739,France,Female,37,8,0,2,1,0,191557.1,1
2476,CUS15661219,15661219,Trentino,627,France,Male,32,10,0,2,1,0,103287.62,0
2477,CUS15617136,15617136,Mazzanti,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
2478,CUS15760294,15760294,Endrizzi,512,France,Female,41,8,145150.28,1,1,0,64869.32,1
2479,CUS15652808,15652808,Monaldo,774,France,Female,41,5,126670.37,1,1,0,102426.06,0
2480,CUS15657139,15657139,Otutodilinna,652,France,Female,40,8,84390.8,2,0,1,107876.2,0
2481,CUS15803790,15803790,Allen,638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0
2482,CUS15764105,15764105,Milne,475,France,Female,57,1,0,2,1,0,89248.99,0
2483,CUS15672610,15672610,Somadina,567,Spain,Male,40,4,118628.8,1,0,0,91973.63,0
2484,CUS15766896,15766896,Chieloka,750,France,Male,37,3,0,2,1,0,16870.2,0
2485,CUS15587735,15587735,Chukwuebuka,850,France,Male,39,6,96863.13,1,1,1,121681.19,0
2486,CUS15659501,15659501,Chioke,753,France,Female,38,6,142263.45,1,0,1,33730.43,0
2487,CUS15745001,15745001,Kovalev,683,Spain,Female,36,7,0,2,1,0,104786.59,0
2488,CUS15651140,15651140,Doherty,710,France,Female,32,3,0,1,1,0,94790.34,0
2489,CUS15571148,15571148,Baranov,645,Spain,Female,21,1,0,2,0,0,28726.07,0
2490,CUS15776824,15776824,Rossi,714,France,Male,28,6,122724.37,1,1,1,67057.27,0
2491,CUS15633141,15633141,Robinson,696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0
2492,CUS15764174,15764174,Bidencope,612,Spain,Female,26,4,0,2,1,1,179780.74,0
2493,CUS15778155,15778155,T'ien,520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1
2494,CUS15715920,15715920,De Bernales,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0
2495,CUS15671917,15671917,Wade,666,France,Male,46,5,123873.19,1,1,1,177844.06,0
2496,CUS15666548,15666548,Chung,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1
2497,CUS15625623,15625623,Stevenson,567,France,Female,45,4,0,2,0,1,121053.19,0
2498,CUS15748123,15748123,Chienezie,613,France,Male,20,3,0,2,1,1,149613.77,0
2499,CUS15648735,15648735,Cashin,718,France,Male,37,8,0,2,1,1,142.81,0
2500,CUS15634974,15634974,Seppelt,614,France,Female,37,8,75150.34,4,0,1,131766.67,1
2501,CUS15713378,15713378,Brownless,711,France,Male,38,10,0,2,0,0,53311.78,0
2502,CUS15753370,15753370,McDonald,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0
2503,CUS15782659,15782659,Mamelu,527,France,Male,32,0,0,1,1,0,109523.88,0
2504,CUS15583364,15583364,McGregor,476,France,Female,32,6,111871.93,1,0,0,112132.86,0
2505,CUS15625942,15625942,McDonald,619,Spain,Female,45,0,0,2,0,0,113645.4,0
2506,CUS15720284,15720284,Crawford,607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0
2507,CUS15679642,15679642,Feng,695,Spain,Male,44,8,0,2,1,1,70974.13,0
2508,CUS15628007,15628007,Genovese,653,France,Male,33,1,0,2,0,0,53379.52,0
2509,CUS15661974,15661974,Pirozzi,677,France,Male,46,2,57037.74,1,1,1,158531.01,0
2510,CUS15689341,15689341,Gibbs,655,France,Female,50,10,0,4,1,0,179267.94,1
2511,CUS15607993,15607993,Milne,625,France,Female,52,2,79468.96,1,1,1,84606.03,0
2512,CUS15693267,15693267,Dickson,679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0
2513,CUS15769522,15769522,O'Connor,734,France,Male,51,1,118537.47,1,1,1,116912.45,0
2514,CUS15755825,15755825,McGuirk,666,France,Male,39,10,0,2,1,0,102999.33,0
2515,CUS15598175,15598175,Toscani,592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0
2516,CUS15744327,15744327,Ruth,564,France,Male,40,4,0,1,1,0,85455.62,1
2517,CUS15798666,15798666,Hughes,814,France,Female,36,6,0,2,1,1,98657.01,0
2518,CUS15577064,15577064,Onyekaozulu,592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0
2519,CUS15759436,15759436,Aksenov,758,France,Female,50,2,95813.76,3,1,1,67944.09,1
2520,CUS15690231,15690231,K'ung,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0
2521,CUS15751561,15751561,Meng,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1
2522,CUS15739068,15739068,Nwoye,638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0
2523,CUS15758056,15758056,Calabresi,558,France,Male,35,1,0,2,0,0,111687.57,0
2524,CUS15742269,15742269,Milano,756,France,Female,24,1,0,2,1,0,184182.25,0
2525,CUS15726490,15726490,Kirby,782,Spain,Male,52,4,0,1,1,1,52759.82,1
2526,CUS15738411,15738411,Ho,505,France,Male,34,10,104498.79,1,0,1,126451.14,0
2527,CUS15727919,15727919,Chukwuemeka,671,Spain,Female,29,6,0,2,0,0,12048.67,0
2528,CUS15709396,15709396,Hale,801,France,Male,42,6,0,2,1,1,95804.33,0
2529,CUS15654106,15654106,K?,604,France,Male,26,8,149542.52,2,0,1,197911.52,0
2530,CUS15621653,15621653,Rice,716,France,Female,29,10,87946.39,1,1,1,182531.74,0
2531,CUS15598086,15598086,Brown,624,France,Female,45,3,68639.57,1,1,0,168002.31,1
2532,CUS15752300,15752300,Sagese,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
2533,CUS15658693,15658693,Aksyonova,827,France,Female,60,2,0,2,0,1,60615.83,0
2534,CUS15631838,15631838,Findlay,606,France,Male,61,5,108166.09,2,0,1,8643.21,0
2535,CUS15803804,15803804,Walker,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0
2536,CUS15578809,15578809,Hao,651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1
2537,CUS15752026,15752026,Hammer,691,France,Male,58,3,0,1,0,1,194930.3,1
2538,CUS15723706,15723706,Abbott,573,France,Female,33,0,90124.64,1,1,0,137476.71,0
2539,CUS15752838,15752838,Lucas,723,Spain,Male,38,6,0,2,1,1,94415.6,0
2540,CUS15569571,15569571,Davydova,584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1
2541,CUS15769703,15769703,West,550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1
2542,CUS15679770,15679770,Smith,611,France,Female,61,3,131583.59,4,0,1,66238.23,1
2543,CUS15791102,15791102,Mai,549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1
2544,CUS15655192,15655192,Fiorentino,850,Spain,Female,24,1,0,2,0,1,69052.87,0
2545,CUS15709487,15709487,Freeman,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0
2546,CUS15687130,15687130,Nkemjika,686,France,Female,43,0,0,1,1,1,170072.9,0
2547,CUS15755178,15755178,Ramos,660,France,Male,50,1,0,3,1,1,191849.15,1
2548,CUS15634772,15634772,Mario,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0
2549,CUS15617197,15617197,Chien,524,France,Male,50,4,0,2,1,1,31840.59,1
2550,CUS15631240,15631240,Dubinina,645,France,Female,36,8,0,2,1,1,12096.61,1
2551,CUS15784301,15784301,Wang,850,France,Male,42,0,0,2,1,0,44165.84,0
2552,CUS15631310,15631310,Hsieh,537,France,Female,53,3,0,1,1,1,91406.62,0
2553,CUS15756560,15756560,Moran,599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0
2554,CUS15732270,15732270,Hung,727,Spain,Male,71,8,0,1,1,1,198446.91,1
2555,CUS15739357,15739357,Moss,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0
2556,CUS15771540,15771540,Fedorova,755,France,Male,38,9,148912.44,1,1,0,80416.16,0
2557,CUS15567486,15567486,Li,634,Spain,Female,41,4,0,2,1,1,164549.74,0
2558,CUS15714634,15714634,Nebechi,837,France,Male,26,4,89900.24,2,1,0,175477.03,0
2559,CUS15727021,15727021,Obialo,727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0
2560,CUS15650670,15650670,Bateson,567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0
2561,CUS15711834,15711834,Long,650,Spain,Female,30,6,0,1,0,0,67997.13,1
2562,CUS15729763,15729763,Nelson,655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0
2563,CUS15646566,15646566,Bell,763,France,Female,58,9,187911.55,1,0,1,35825.18,0
2564,CUS15645463,15645463,Udinese,843,France,Female,27,5,0,2,1,1,67494.23,0
2565,CUS15672144,15672144,Mao,667,France,Female,38,6,144432.04,1,1,1,73963.17,1
2566,CUS15596088,15596088,Fanucci,705,France,Female,50,4,77065.9,2,0,1,145159.26,0
2567,CUS15614878,15614878,Yeh,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0
2568,CUS15635240,15635240,Onuoha,553,France,Male,42,1,0,2,0,0,23822.04,0
2569,CUS15775905,15775905,Moore,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1
2570,CUS15700657,15700657,Thornton,641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0
2571,CUS15611905,15611905,Warlow-Davies,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
2572,CUS15652527,15652527,Champion,680,France,Male,44,7,108724.98,1,0,1,72330.46,0
2573,CUS15785865,15785865,Mazzanti,711,France,Male,58,9,91285.13,2,1,1,26767.85,0
2574,CUS15645942,15645942,Macleod,689,Spain,Male,40,2,0,2,1,1,164768.82,0
2575,CUS15688691,15688691,Lei,665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1
2576,CUS15592736,15592736,Lucchese,551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1
2577,CUS15673529,15673529,Lombardo,645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0
2578,CUS15724145,15724145,William,616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0
2579,CUS15704629,15704629,Wright,582,France,Female,32,1,116409.55,1,0,1,152790.92,0
2580,CUS15597896,15597896,Ozoemena,365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1
2581,CUS15731790,15731790,Boyle,697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1
2582,CUS15634719,15634719,Chinwendu,704,France,Male,31,0,0,2,1,0,183038.33,0
2583,CUS15703205,15703205,Uwaezuoke,656,France,Female,46,5,113402.14,2,1,1,138849.06,0
2584,CUS15567333,15567333,Archambault,712,France,Female,31,7,0,2,1,0,170333.38,0
2585,CUS15754537,15754537,Ko,748,France,Male,40,0,0,1,0,0,60416.76,0
2586,CUS15612030,15612030,Udegbulam,724,France,Male,28,9,0,2,1,1,100240.2,0
2587,CUS15573242,15573242,Greene,691,France,Male,50,6,136953.47,1,1,1,2704.98,0
2588,CUS15601892,15601892,Hunter,563,France,Male,33,8,0,2,0,1,68815.05,0
2589,CUS15663885,15663885,Blinova,741,France,Male,32,5,0,1,1,1,64839.23,0
2590,CUS15701096,15701096,De Garis,778,France,Male,44,8,123863.64,1,1,0,144494.94,0
2591,CUS15710450,15710450,Okwudiliolisa,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0
2592,CUS15790846,15790846,Ts'ai,634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0
2593,CUS15658956,15658956,Tuan,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0
2594,CUS15755223,15755223,Tseng,692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0
2595,CUS15787318,15787318,Holmwood,537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1
2596,CUS15737310,15737310,Thompson,633,France,Male,29,10,130206.28,1,1,0,184654.87,0
2597,CUS15763665,15763665,Y?,833,France,Female,28,4,136674.51,2,0,0,5278.78,0
2598,CUS15668818,15668818,Chidubem,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0
2599,CUS15765812,15765812,Trevisani,587,Spain,Male,48,1,0,2,1,1,8908,0
2600,CUS15704844,15704844,Hsiung,550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0
2601,CUS15744582,15744582,Randall,680,France,Female,24,10,0,3,1,0,154971.63,1
2602,CUS15616700,15616700,Leach,622,Spain,Female,41,9,0,2,1,1,155786.39,0
2603,CUS15683521,15683521,Godfrey,594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0
2604,CUS15583049,15583049,Wallace,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0
2605,CUS15643752,15643752,Wei,540,France,Male,25,5,116160.23,1,1,0,13411.67,0
2606,CUS15620398,15620398,Mitchell,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
2607,CUS15715707,15715707,Light,657,France,Male,32,3,118829.03,2,1,1,73127.61,0
2608,CUS15814209,15814209,Capon,814,France,Male,31,1,118870.92,1,1,0,101704.19,0
2609,CUS15733768,15733768,Hou,600,France,Male,32,1,0,1,1,1,101986.16,0
2610,CUS15755242,15755242,Rowe,682,France,Female,46,2,0,1,1,1,114442.66,0
2611,CUS15729412,15729412,Holloway,682,France,Male,38,4,107192.38,1,1,1,15669.17,0
2612,CUS15746564,15746564,O'Sullivan,566,France,Male,42,3,108010.78,1,1,1,157486.1,0
2613,CUS15588446,15588446,Udinesi,550,Spain,Male,34,3,0,2,0,0,131281.28,0
2614,CUS15665221,15665221,Nwebube,630,France,Male,26,7,129837.72,2,0,1,197001.15,0
2615,CUS15640846,15640846,Chibueze,546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1
2616,CUS15700209,15700209,Walker,486,France,Male,63,9,97009.15,1,1,1,85101,0
2617,CUS15658360,15658360,Gregory,762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0
2618,CUS15602735,15602735,Kuo,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1
2619,CUS15724834,15724834,Wilson,498,France,Female,30,1,0,2,0,0,135795.53,0
2620,CUS15800062,15800062,Lanford,850,Spain,Male,49,8,0,1,0,0,25867.67,1
2621,CUS15685300,15685300,Meng,603,France,Male,35,6,128993.76,2,1,0,130483.56,0
2622,CUS15760102,15760102,Yeh,551,France,Female,36,5,0,1,1,0,183479.12,0
2623,CUS15787026,15787026,Onwuatuegwu,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0
2624,CUS15653696,15653696,Goliwe,515,France,Female,28,9,0,2,0,0,94141.75,0
2625,CUS15788946,15788946,Anthony,605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0
2626,CUS15600724,15600724,Scott,567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0
2627,CUS15574324,15574324,Genovese,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0
2628,CUS15707144,15707144,Onyeorulu,571,Germany,Male,25,6,82506.72,2,1,0,167705.07,0
2629,CUS15775891,15775891,Myers,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1
2630,CUS15711789,15711789,Davey,768,Spain,Female,42,3,0,1,0,0,161242.99,1
2631,CUS15600879,15600879,Parsons,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0
2632,CUS15681196,15681196,Chikere,629,France,Male,35,1,172170.36,1,1,1,159777.37,0
2633,CUS15716000,15716000,Hs?eh,638,Spain,Male,48,2,0,2,1,1,7919.08,0
2634,CUS15766776,15766776,Sal,576,France,Male,41,1,0,1,1,1,188274.6,0
2635,CUS15680278,15680278,Ts'ai,661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1
2636,CUS15688637,15688637,Witt,592,France,Female,27,4,0,2,1,1,183569.25,0
2637,CUS15591179,15591179,Skelton,702,Spain,Male,30,2,0,2,1,1,145537.32,0
2638,CUS15677435,15677435,Kazantseva,647,France,Female,29,0,98263.46,2,1,0,164717.95,0
2639,CUS15698619,15698619,Bowhay,593,France,Male,43,9,0,2,1,1,76357.43,0
2640,CUS15581036,15581036,Beyer,712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1
2641,CUS15622117,15622117,Fries,625,Spain,Female,31,8,0,2,1,0,151843.54,0
2642,CUS15599301,15599301,Tao,538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0
2643,CUS15581548,15581548,Kaodilinakachukwu,637,Spain,Female,22,5,98800,1,1,0,122865.55,0
2644,CUS15586870,15586870,Ni,632,France,Male,27,4,193125.85,1,1,1,152665.85,0
2645,CUS15735263,15735263,Hsueh,736,France,Male,27,5,51522.75,1,0,1,192131.77,0
2646,CUS15765322,15765322,Connely,755,France,Male,23,5,84284.48,2,1,1,62851.6,0
2647,CUS15582944,15582944,Becker,425,Spain,Female,39,5,0,2,1,0,140941.47,0
2648,CUS15687162,15687162,Clayton,461,France,Male,51,9,119889.84,1,0,0,56767.67,1
2649,CUS15644962,15644962,Connolly,745,France,Male,21,4,137910.45,1,1,1,177235.23,0
2650,CUS15612615,15612615,Graham,616,France,Female,37,6,0,2,1,0,86242.18,0
2651,CUS15813439,15813439,Ch'ien,587,France,Male,33,5,100116.82,1,1,0,34215.58,0
2652,CUS15604544,15604544,Manfrin,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
2653,CUS15761348,15761348,Kuo,601,France,Female,38,0,0,2,1,0,165196.65,0
2654,CUS15785078,15785078,Fomin,730,Spain,Male,26,3,0,1,1,0,34542.41,0
2655,CUS15759874,15759874,Chamberlain,532,France,Male,44,3,148595.55,1,1,0,74838.64,1
2656,CUS15643658,15643658,Barber,850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0
2657,CUS15713267,15713267,Zimmer,779,Spain,Female,34,5,0,2,0,1,111676.63,0
2658,CUS15737782,15737782,Brazenor,562,France,Male,29,9,0,1,1,1,25858.68,0
2659,CUS15815490,15815490,Cocci,670,Germany,Male,40,2,164948.98,3,0,0,177028,1
2660,CUS15679410,15679410,Caldwell,729,France,Female,62,4,140549.4,1,1,0,30990.16,1
2661,CUS15756241,15756241,Yirawala,767,France,Female,44,2,152509.25,1,1,1,136915.15,0
2662,CUS15688409,15688409,Donaldson,742,France,Female,28,2,191864.51,1,1,0,108457.99,1
2663,CUS15742272,15742272,Ozerova,669,France,Female,44,8,96418.09,1,0,0,131609.48,1
2664,CUS15717898,15717898,Bruce,542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0
2665,CUS15769582,15769582,Kang,586,France,Male,29,3,0,2,1,1,142238.54,0
2666,CUS15635660,15635660,Rossi,612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1
2667,CUS15576723,15576723,Ts'ai,740,France,Female,37,7,0,2,1,1,194270.91,0
2668,CUS15591577,15591577,Moran,584,France,Male,35,3,146311.58,1,1,1,105443.47,0
2669,CUS15582325,15582325,Jennings,524,France,Male,52,2,87894.26,1,1,0,173899.42,1
2670,CUS15693947,15693947,Tokareva,614,France,Female,19,5,97445.49,2,1,0,122823.34,0
2671,CUS15760446,15760446,Pagnotto,598,France,Female,64,9,0,1,0,1,13181.37,1
2672,CUS15611105,15611105,Castella,799,Spain,Male,35,7,0,2,0,1,140780.8,0
2673,CUS15630920,15630920,Du Cane,724,France,Male,34,2,154485.74,2,0,0,78560.64,0
2674,CUS15574910,15574910,Ferguson,601,France,Male,50,2,115625.07,1,1,0,185855.21,0
2675,CUS15756472,15756472,Odinakachukwu,804,France,Male,25,7,108396.67,1,1,0,128276.95,0
2676,CUS15682890,15682890,Woronoff,745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0
2677,CUS15641994,15641994,Meng,667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1
2678,CUS15733297,15733297,Sinclair,518,France,Female,38,10,84764.79,1,1,1,162253.9,0
2679,CUS15767793,15767793,Hsu,819,France,Female,38,10,0,2,1,0,30498.7,0
2680,CUS15725698,15725698,Panicucci,520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0
2681,CUS15813532,15813532,Burns,625,France,Female,39,5,0,2,1,0,32615.21,0
2682,CUS15576760,15576760,Onodugoadiegbemma,673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0
2683,CUS15732102,15732102,Darling,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0
2684,CUS15739046,15739046,Maggard,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0
2685,CUS15631927,15631927,Thomas,574,Spain,Female,28,7,0,2,0,0,185660.3,0
2686,CUS15672115,15672115,Lettiere,679,France,Male,60,6,0,2,1,1,77331.77,0
2687,CUS15618765,15618765,Ponomaryov,530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0
2688,CUS15679148,15679148,Oliver,508,France,Male,44,3,115451.05,2,0,0,67234.33,0
2689,CUS15728474,15728474,Chienezie,558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0
2690,CUS15636999,15636999,Mao,414,France,Male,38,8,0,1,0,1,77661.12,1
2691,CUS15754261,15754261,Ho,648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0
2692,CUS15629150,15629150,Lucchese,721,France,Female,37,1,0,2,1,0,70810.8,0
2693,CUS15736274,15736274,Prokhorova,751,France,Male,31,8,0,2,0,0,17550.49,0
2694,CUS15627697,15627697,Alekseyeva,662,France,Male,34,2,0,2,0,1,21497.27,0
2695,CUS15721585,15721585,Blacklock,628,Germany,Male,29,3,113146.98,2,0,1,124749.08,0
2696,CUS15639946,15639946,Sazonova,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1
2697,CUS15792176,15792176,Henty,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0
2698,CUS15699450,15699450,Li,723,France,Male,48,7,0,2,1,1,150694.58,0
2699,CUS15729954,15729954,Azuka,586,France,Female,28,5,0,3,1,0,170487.4,1
2700,CUS15600103,15600103,Alexander,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0
2701,CUS15786200,15786200,Brock,564,France,Male,31,4,0,2,1,0,53520.03,0
2702,CUS15797010,15797010,Shen,649,France,Female,31,2,0,2,1,0,15200.61,0
2703,CUS15670172,15670172,Padovesi,622,France,Female,30,4,107879.04,1,0,1,196894.62,0
2704,CUS15627352,15627352,Bulgakov,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1
2705,CUS15622494,15622494,Mazzanti,718,France,Male,27,2,0,2,0,0,26229.24,0
2706,CUS15585835,15585835,Lord,655,Spain,Female,34,4,109783.69,2,1,0,134034.32,0
2707,CUS15595071,15595071,Ramos,696,France,Male,22,9,149777,1,1,1,198032.93,0
2708,CUS15628203,15628203,Pai,637,France,Female,38,3,104339.56,1,0,0,119882.86,0
2709,CUS15667190,15667190,Yuan,630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0
2710,CUS15780212,15780212,Mao,592,France,Male,37,4,212692.97,1,0,0,176395.02,0
2711,CUS15766869,15766869,Uspenskaya,634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0
2712,CUS15775741,15775741,Powell,608,France,Female,28,9,0,2,1,1,125062.02,0
2713,CUS15628170,15628170,Brown,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
2714,CUS15701318,15701318,Poole,763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0
2715,CUS15710928,15710928,McChesney,665,France,Female,55,8,136354.16,1,1,1,93769.89,0
2716,CUS15682547,15682547,Lucchese,649,France,Male,38,1,122214,1,0,1,88965.46,0
2717,CUS15631170,15631170,Clements,695,France,Male,45,3,0,2,1,1,30793.61,0
2718,CUS15648702,15648702,Yuriev,775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0
2719,CUS15783444,15783444,Endrizzi,788,France,Female,39,3,135139.33,1,0,1,113086.08,0
2720,CUS15809178,15809178,Pan,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1
2721,CUS15806688,15806688,Manfrin,726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1
